i,Time,Data
40608,812.177,34876.0
40609,812.197,31500.0
40610,812.217,33292.0
40611,812.237,31808.0
40612,812.257,29824.0
40613,812.277,30528.0
40614,812.297,34412.0
40615,812.317,34392.0
40616,812.337,31424.0
40617,812.357,33872.0
40618,812.377,34808.0
40619,812.397,32348.0
40620,812.417,34284.0
40621,812.437,33532.0
40622,812.457,32528.0
40623,812.477,31928.0
40624,812.497,30496.0
40625,812.517,31484.0
40626,812.537,29612.0
40627,812.557,30444.0
40628,812.577,35712.0
40629,812.597,34624.0
40630,812.617,31964.0
40631,812.637,34080.0
40632,812.657,33848.0
40633,812.677,31244.0
40634,812.697,34296.0
40635,812.717,34428.0
40636,812.737,32788.0
40637,812.757,33932.0
40638,812.777,33728.0
40639,812.797,33648.0
40640,812.817,33632.0
40641,812.837,29364.0
40642,812.857,32636.0
40643,812.877,33416.0
40644,812.897,29816.0
40645,812.917,31608.0
40646,812.937,30644.0
40647,812.957,30384.0
40648,812.977,34108.0
40649,812.997,33996.0
40650,813.017,33516.0
40651,813.037,32456.0
40652,813.057,34804.0
40653,813.077,35200.0
40654,813.097,31724.0
40655,813.117,33296.0
40656,813.137,32788.0
40657,813.157,30628.0
40658,813.177,33944.0
40659,813.197,33304.0
40660,813.217,32620.0
40661,813.237,29624.0
40662,813.257,32928.0
40663,813.277,33152.0
40664,813.297,31552.0
40665,813.317,32256.0
40666,813.337,31672.0
40667,813.357,31332.0
40668,813.377,33712.0
40669,813.397,35040.0
40670,813.417,35338.0
40671,813.437,32932.0
40672,813.457,33968.0
40673,813.477,33520.0
40674,813.497,30144.0
40675,813.517,33136.0
40676,813.537,32624.0
40677,813.557,33464.0
40678,813.577,30448.0
40679,813.597,34004.0
40680,813.617,35024.0
40681,813.637,32216.0
40682,813.657,34500.0
40683,813.677,33488.0
40684,813.697,34044.0
40685,813.717,33400.0
40686,813.737,34260.0
40687,813.757,34052.0
40688,813.777,31044.0
40689,813.797,33704.0
40690,813.817,34032.0
40691,813.837,31790.0
40692,813.857,33916.0
40693,813.877,34048.0
40694,813.897,31840.0
40695,813.917,33460.0
40696,813.937,30840.0
40697,813.957,32996.0
40698,813.977,32364.0
40699,813.997,30556.0
40700,814.017,34728.0
40701,814.037,33016.0
40702,814.057,31740.0
40703,814.077,32636.0
40704,814.097,33680.0
40705,814.117,31096.0
40706,814.137,31700.0
40707,814.157,33408.0
40708,814.177,34020.0
40709,814.197,30829.0
40710,814.217,33416.0
40711,814.237,31604.0
40712,814.257,32684.0
40713,814.277,32624.0
40714,814.297,33268.0
40715,814.317,33472.0
40716,814.337,31728.0
40717,814.357,34378.0
40718,814.377,33832.0
40719,814.397,31584.0
40720,814.417,35320.0
40721,814.437,34112.0
40722,814.457,30936.0
40723,814.477,32448.0
40724,814.497,30760.0
40725,814.517,29500.0
40726,814.537,33728.0
40727,814.557,32560.0
40728,814.577,33860.0
40729,814.597,34324.0
40730,814.617,36088.0
40731,814.637,31536.0
40732,814.657,34196.0
40733,814.677,30968.0
40734,814.697,34272.0
40735,814.717,34712.0
40736,814.737,32364.0
40737,814.757,33960.0
40738,814.777,34468.0
40739,814.797,32976.0
40740,814.817,33244.0
40741,814.837,33976.0
40742,814.857,31664.0
40743,814.877,34696.0
40744,814.897,33552.0
40745,814.917,32348.0
40746,814.937,33292.0
40747,814.957,33040.0
40748,814.977,31572.0
40749,814.997,29932.0
40750,815.017,34496.0
40751,815.037,33340.0
40752,815.057,32689.0
40753,815.077,33460.0
40754,815.097,34008.0
40755,815.117,34026.0
40756,815.137,33672.0
40757,815.157,34336.0
40758,815.177,31972.0
40759,815.197,32364.0
40760,815.217,33720.0
40761,815.237,32808.0
40762,815.257,29564.0
40763,815.277,32288.0
40764,815.297,32564.0
40765,815.317,30476.0
40766,815.337,33556.0
40767,815.357,33664.0
40768,815.377,33952.0
40769,815.397,33920.0
40770,815.417,31976.0
40771,815.437,34472.0
40772,815.457,30800.0
40773,815.477,29848.0
40774,815.497,32348.0
40775,815.517,32784.0
40776,815.537,32108.0
40777,815.557,31496.0
40778,815.577,34076.0
40779,815.597,34548.0
40780,815.617,32728.0
40781,815.637,33688.0
40782,815.657,34008.0
40783,815.677,30528.0
40784,815.697,34096.0
40785,815.717,35192.0
40786,815.737,32740.0
40787,815.757,32144.0
40788,815.777,29408.0
40789,815.797,34716.0
40790,815.817,34424.0
40791,815.837,30652.0
40792,815.857,31516.0
40793,815.877,34188.0
40794,815.897,31121.0
40795,815.917,33476.0
40796,815.937,34516.0
40797,815.957,31492.0
40798,815.977,34260.0
40799,815.997,34020.0
40800,816.017,33728.0
40801,816.037,32192.0
40802,816.057,32644.0
40803,816.077,31800.0
40804,816.097,32460.0
40805,816.117,34416.0
40806,816.137,32660.0
40807,816.157,32360.0
40808,816.177,31604.0
40809,816.197,32160.0
40810,816.217,30288.0
40811,816.237,28128.0
40812,816.257,33324.0
40813,816.277,33468.0
40814,816.297,31020.0
40815,816.317,33724.0
40816,816.337,34112.0
40817,816.357,34240.0
40818,816.377,33012.0
40819,816.397,35376.0
40820,816.417,35272.0
40821,816.437,30688.0
40822,816.457,33000.0
40823,816.477,33912.0
40824,816.497,33300.0
40825,816.517,30356.0
40826,816.537,33492.0
40827,816.557,33432.0
40828,816.577,33756.0
40829,816.597,34600.0
40830,816.617,35040.0
40831,816.637,33240.0
40832,816.657,31968.0
40833,816.677,34384.0
40834,816.697,34888.0
40835,816.717,30656.0
40836,816.737,33968.0
40837,816.757,34772.0
40838,816.777,31172.0
40839,816.797,33248.0
40840,816.817,32928.0
40841,816.837,30268.0
40842,816.857,32380.0
40843,816.877,30584.0
40844,816.897,32984.0
40845,816.917,30416.0
40846,816.937,32464.0
40847,816.957,33760.0
40848,816.977,30848.0
40849,816.997,30196.0
40850,817.017,33824.0
40851,817.037,33284.0
40852,817.057,32014.0
40853,817.077,33644.0
40854,817.097,33466.0
40855,817.117,31840.0
40856,817.137,34032.0
40857,817.157,33436.0
40858,817.177,30048.0
40859,817.197,33976.0
40860,817.217,33656.0
40861,817.237,33524.0
40862,817.257,33332.0
40863,817.277,31748.0
40864,817.297,32268.0
40865,817.317,30852.0
40866,817.337,31216.0
40867,817.357,34616.0
40868,817.377,34176.0
40869,817.397,31768.0
40870,817.417,34832.0
40871,817.437,35380.0
40872,817.457,32038.0
40873,817.477,31524.0
40874,817.497,33524.0
40875,817.517,33700.0
40876,817.537,31800.0
40877,817.557,33168.0
40878,817.577,33688.0
40879,817.597,33984.0
40880,817.617,30840.0
40881,817.637,31688.0
40882,817.657,32296.0
40883,817.677,30560.0
40884,817.697,33212.0
40885,817.717,34432.0
40886,817.737,32348.0
40887,817.757,34384.0
40888,817.777,33824.0
40889,817.797,30448.0
40890,817.817,34624.0
40891,817.837,34996.0
40892,817.857,32308.0
40893,817.877,32140.0
40894,817.897,33584.0
40895,817.917,31136.0
40896,817.937,30617.0
40897,817.957,33424.0
40898,817.977,33588.0
40899,817.997,34284.0
40900,818.017,32780.0
40901,818.037,33832.0
40902,818.057,33336.0
40903,818.077,32752.0
40904,818.097,32352.0
40905,818.117,34364.0
40906,818.137,33416.0
40907,818.157,30592.0
40908,818.177,32620.0
40909,818.197,30584.0
40910,818.217,30668.0
40911,818.237,32360.0
40912,818.257,33424.0
40913,818.277,34432.0
40914,818.297,32112.0
40915,818.317,35040.0
40916,818.337,33928.0
40917,818.357,32356.0
40918,818.377,32224.0
40919,818.397,34268.0
40920,818.417,34732.0
40921,818.437,32456.0
40922,818.457,32776.0
40923,818.477,32952.0
40924,818.497,31133.0
40925,818.517,34264.0
40926,818.537,33300.0
40927,818.557,30256.0
40928,818.577,33828.0
40929,818.597,34432.0
40930,818.617,31260.0
40931,818.637,31876.0
40932,818.657,32832.0
40933,818.677,34384.0
40934,818.697,33916.0
40935,818.717,36800.0
40936,818.737,33480.0
40937,818.757,32280.0
40938,818.777,33354.0
40939,818.797,34952.0
40940,818.817,33524.0
40941,818.837,33596.0
40942,818.857,33464.0
40943,818.877,32624.0
40944,818.897,30960.0
40945,818.917,34092.0
40946,818.937,33228.0
40947,818.957,30280.0
40948,818.977,32684.0
40949,818.997,32372.0
40950,819.017,32264.0
40951,819.037,32572.0
40952,819.057,33476.0
40953,819.077,33312.0
40954,819.097,33440.0
40955,819.117,31224.0
40956,819.137,33832.0
40957,819.157,32704.0
40958,819.177,32356.0
40959,819.197,33232.0
40960,819.217,33620.0
40961,819.237,28956.0
40962,819.257,30224.0
40963,819.277,32364.0
40964,819.297,31244.0
40965,819.317,33672.0
40966,819.337,34880.0
40967,819.357,33580.0
40968,819.377,32888.0
40969,819.397,34536.0
40970,819.417,34816.0
40971,819.437,33112.0
40972,819.457,29177.0
40973,819.477,33608.0
40974,819.497,33468.0
40975,819.517,29864.0
40976,819.537,31912.0
40977,819.557,33276.0
40978,819.577,32528.0
40979,819.597,35116.0
40980,819.617,35240.0
40981,819.637,32156.0
40982,819.657,34688.0
40983,819.677,34856.0
40984,819.697,32368.0
40985,819.717,34536.0
40986,819.737,35040.0
40987,819.757,31984.0
40988,819.777,34172.0
40989,819.797,34104.0
40990,819.817,33140.0
40991,819.837,33944.0
40992,819.857,31912.0
40993,819.877,33568.0
40994,819.897,33904.0
40995,819.917,32592.0
40996,819.937,31552.0
40997,819.957,33568.0
40998,819.977,31264.0
40999,819.997,30500.0
41000,820.017,35608.0
41001,820.037,34592.0
41002,820.057,30340.0
41003,820.077,34172.0
41004,820.097,33020.0
41005,820.117,31224.0
41006,820.137,31820.0
41007,820.157,31660.0
41008,820.177,33516.0
41009,820.197,32096.0
41010,820.217,30464.0
41011,820.237,33140.0
41012,820.257,31892.0
41013,820.277,30784.0
41014,820.297,32996.0
41015,820.317,34104.0
41016,820.337,30788.0
41017,820.357,35352.0
41018,820.377,32224.0
41019,820.397,30296.0
41020,820.417,35016.0
41021,820.437,34472.0
41022,820.457,30284.0
41023,820.477,33408.0
41024,820.497,34116.0
41025,820.517,34712.0
41026,820.537,30952.0
41027,820.557,33420.0
41028,820.577,34176.0
41029,820.597,31508.0
41030,820.617,35112.0
41031,820.637,35076.0
41032,820.657,31232.0
41033,820.677,33944.0
41034,820.697,34176.0
41035,820.717,32204.0
41036,820.737,33168.0
41037,820.757,33616.0
41038,820.777,32192.0
41039,820.797,30428.0
41040,820.817,32088.0
41041,820.837,33248.0
41042,820.857,29892.0
41043,820.877,32684.0
41044,820.897,33920.0
41045,820.917,34844.0
41046,820.937,33132.0
41047,820.957,30712.0
41048,820.977,33936.0
41049,820.997,34248.0
41050,821.017,32412.0
41051,821.037,32860.0
41052,821.057,32648.0
41053,821.077,32708.0
41054,821.097,32596.0
41055,821.117,33096.0
41056,821.137,33274.0
41057,821.157,30568.0
41058,821.177,32992.0
41059,821.197,31328.0
41060,821.217,29632.0
41061,821.237,33472.0
41062,821.257,32928.0
41063,821.277,34128.0
41064,821.297,32640.0
41065,821.317,32472.0
41066,821.337,34008.0
41067,821.357,33184.0
41068,821.377,33320.0
41069,821.397,34740.0
41070,821.417,34460.0
41071,821.437,31372.0
41072,821.457,32688.0
41073,821.477,32532.0
41074,821.497,32852.0
41075,821.517,33404.0
41076,821.537,34116.0
41077,821.557,32592.0
41078,821.577,32368.0
41079,821.597,34720.0
41080,821.617,34872.0
41081,821.637,34848.0
41082,821.657,30356.0
41083,821.677,33856.0
41084,821.697,32640.0
41085,821.717,34040.0
41086,821.737,34272.0
41087,821.757,32740.0
41088,821.777,31788.0
41089,821.797,33936.0
41090,821.817,33416.0
41091,821.837,29952.0
41092,821.857,33464.0
41093,821.877,32768.0
41094,821.897,31040.0
41095,821.917,33840.0
41096,821.937,33044.0
41097,821.957,31792.0
41098,821.977,33912.0
41099,821.997,34612.0
41100,822.017,34680.0
41101,822.037,31292.0
41102,822.057,29712.0
41103,822.077,32556.0
41104,822.097,34068.0
41105,822.117,31328.0
41106,822.137,33344.0
41107,822.157,33616.0
41108,822.177,31356.0
41109,822.197,33288.0
41110,822.217,32912.0
41111,822.237,29796.0
41112,822.257,32276.0
41113,822.277,31692.0
41114,822.297,31472.0
41115,822.317,31130.0
41116,822.337,34408.0
41117,822.357,34432.0
41118,822.377,33272.0
41119,822.397,29996.0
41120,822.417,35268.0
41121,822.437,35152.0
41122,822.457,29916.0
41123,822.477,30768.0
41124,822.497,31440.0
41125,822.517,32096.0
41126,822.537,33200.0
41127,822.557,33588.0
41128,822.577,33716.0
41129,822.597,34332.0
41130,822.617,35912.0
41131,822.637,34796.0
41132,822.657,32656.0
41133,822.677,34184.0
41134,822.697,34720.0
41135,822.717,31604.0
41136,822.737,34300.0
41137,822.757,32024.0
41138,822.777,33032.0
41139,822.797,33068.0
41140,822.817,33044.0
41141,822.837,31208.0
41142,822.857,30856.0
41143,822.877,29980.0
41144,822.897,34028.0
41145,822.917,34084.0
41146,822.937,31872.0
41147,822.957,34772.0
41148,822.977,34888.0
41149,822.997,34504.0
41150,823.017,33204.0
41151,823.037,33368.0
41152,823.057,32340.0
41153,823.077,32252.0
41154,823.097,33600.0
41155,823.117,33936.0
41156,823.137,31876.0
41157,823.157,29728.0
41158,823.177,33440.0
41159,823.197,33360.0
41160,823.217,30740.0
41161,823.237,30712.0
41162,823.257,30480.0
41163,823.277,30892.0
41164,823.297,34272.0
41165,823.317,33672.0
41166,823.337,34032.0
41167,823.357,30792.0
41168,823.377,34196.0
41169,823.397,34392.0
41170,823.417,33224.0
41171,823.437,33888.0
41172,823.457,32512.0
41173,823.477,31812.0
41174,823.497,28736.0
41175,823.517,33912.0
41176,823.537,33056.0
41177,823.557,29632.0
41178,823.577,31960.0
41179,823.597,35032.0
41180,823.617,32536.0
41181,823.637,35108.0
41182,823.657,34332.0
41183,823.677,33000.0
41184,823.697,33932.0
41185,823.717,34308.0
41186,823.737,31396.0
41187,823.757,33540.0
41188,823.777,34800.0
41189,823.797,33060.0
41190,823.817,33400.0
41191,823.837,31884.0
41192,823.857,31588.0
41193,823.877,33952.0
41194,823.897,31644.0
41195,823.917,35396.0
41196,823.937,33484.0
41197,823.957,31608.0
41198,823.977,32972.0
41199,823.997,33728.0
41200,824.017,34112.0
41201,824.037,32276.0
41202,824.057,33892.0
41203,824.077,32860.0
41204,824.097,31316.0
41205,824.117,33944.0
41206,824.137,33892.0
41207,824.157,30816.0
41208,824.177,33032.0
41209,824.197,33020.0
41210,824.217,32996.0
41211,824.237,30256.0
41212,824.257,33396.0
41213,824.277,32928.0
41214,824.297,32296.0
41215,824.317,34260.0
41216,824.337,35104.0
41217,824.357,32608.0
41218,824.377,31020.0
41219,824.397,32848.0
41220,824.417,34044.0
41221,824.437,30456.0
41222,824.457,32364.0
41223,824.477,31952.0
41224,824.497,32980.0
41225,824.517,32936.0
41226,824.537,33924.0
41227,824.557,32832.0
41228,824.577,33752.0
41229,824.597,31652.0
41230,824.617,34484.0
41231,824.637,33352.0
41232,824.657,30952.0
41233,824.677,33224.0
41234,824.697,33348.0
41235,824.717,32540.0
41236,824.737,33912.0
41237,824.757,33192.0
41238,824.777,30460.0
41239,824.797,35020.0
41240,824.817,34040.0
41241,824.837,30584.0
41242,824.857,31016.0
41243,824.877,33248.0
41244,824.897,33256.0
41245,824.917,33204.0
41246,824.937,35220.0
41247,824.957,34028.0
41248,824.977,33196.0
41249,824.997,31324.0
41250,825.017,35052.0
41251,825.037,34100.0
41252,825.057,30788.0
41253,825.077,34388.0
41254,825.097,33792.0
41255,825.117,31444.0
41256,825.137,32772.0
41257,825.157,33492.0
41258,825.177,30524.0
41259,825.197,32876.0
41260,825.217,32908.0
41261,825.237,30708.0
41262,825.257,31116.0
41263,825.277,31352.0
41264,825.297,33968.0
41265,825.317,31720.0
41266,825.337,30376.0
41267,825.357,32532.0
41268,825.377,34208.0
41269,825.397,33564.0
41270,825.417,35832.0
41271,825.437,35872.0
41272,825.457,32668.0
41273,825.477,32384.0
41274,825.497,32236.0
41275,825.517,33656.0
41276,825.537,32640.0
41277,825.557,33884.0
41278,825.577,35176.0
41279,825.597,32068.0
41280,825.617,35388.0
41281,825.637,35384.0
41282,825.657,32292.0
41283,825.677,35100.0
41284,825.697,34480.0
41285,825.717,33040.0
41286,825.737,31000.0
41287,825.757,33820.0
41288,825.777,33952.0
41289,825.797,32464.0
41290,825.817,33448.0
41291,825.837,33204.0
41292,825.857,31252.0
41293,825.877,31332.0
41294,825.897,33280.0
41295,825.917,33540.0
41296,825.937,30108.0
41297,825.957,33920.0
41298,825.977,32112.0
41299,825.997,33308.0
41300,826.017,34440.0
41301,826.037,34348.0
41302,826.057,33652.0
41303,826.077,30024.0
41304,826.097,33912.0
41305,826.117,33184.0
41306,826.137,30244.0
41307,826.157,33016.0
41308,826.177,31220.0
41309,826.197,31072.0
41310,826.217,33568.0
41311,826.237,34062.0
41312,826.257,32916.0
41313,826.277,31960.0
41314,826.297,34192.0
41315,826.317,33634.0
41316,826.337,33388.0
41317,826.357,34212.0
41318,826.377,33192.0
41319,826.397,34784.0
41320,826.417,34340.0
41321,826.437,29664.0
41322,826.457,32504.0
41323,826.477,31920.0
41324,826.497,31564.0
41325,826.517,33860.0
41326,826.537,30648.0
41327,826.557,29048.0
41328,826.577,34752.0
41329,826.597,34876.0
41330,826.617,33296.0
41331,826.637,35356.0
41332,826.657,35664.0
41333,826.677,33928.0
41334,826.697,33396.0
41335,826.717,35968.0
41336,826.737,33680.0
41337,826.757,32140.0
41338,826.777,33656.0
41339,826.797,33972.0
41340,826.817,33760.0
41341,826.837,31218.0
41342,826.857,33288.0
41343,826.877,32960.0
41344,826.897,32812.0
41345,826.917,34004.0
41346,826.937,33840.0
41347,826.957,32016.0
41348,826.977,32176.0
41349,826.997,34280.0
41350,827.017,31796.0
41351,827.037,31160.0
41352,827.057,32641.0
41353,827.077,33056.0
41354,827.097,30432.0
41355,827.117,33008.0
41356,827.137,33160.0
41357,827.157,32704.0
41358,827.177,29264.0
41359,827.197,32520.0
41360,827.217,32236.0
41361,827.237,30890.0
41362,827.257,30664.0
41363,827.277,32608.0
41364,827.297,32640.0
41365,827.317,32396.0
41366,827.337,35160.0
41367,827.357,34216.0
41368,827.377,31424.0
41369,827.397,31928.0
41370,827.417,35740.0
41371,827.437,30204.0
41372,827.457,33632.0
41373,827.477,33924.0
41374,827.497,32736.0
41375,827.517,34312.0
41376,827.537,32352.0
41377,827.557,33338.0
41378,827.577,32636.0
41379,827.597,34472.0
41380,827.617,34632.0
41381,827.637,33896.0
41382,827.657,31428.0
41383,827.677,34064.0
41384,827.697,34232.0
41385,827.717,32368.0
41386,827.737,33944.0
41387,827.757,33808.0
41388,827.777,30620.0
41389,827.797,34152.0
41390,827.817,30792.0
41391,827.837,30476.0
41392,827.857,32692.0
41393,827.877,32684.0
41394,827.897,33520.0
41395,827.917,33484.0
41396,827.937,32028.0
41397,827.957,33352.0
41398,827.977,33584.0
41399,827.997,31096.0
41400,828.017,34272.0
41401,828.037,33456.0
41402,828.057,32408.0
41403,828.077,32212.0
41404,828.097,33676.0
41405,828.117,33680.0
41406,828.137,31672.0
41407,828.157,33212.0
41408,828.177,34128.0
41409,828.197,31564.0
41410,828.217,31676.0
41411,828.237,30488.0
41412,828.257,31992.0
41413,828.277,29868.0
41414,828.297,33488.0
41415,828.317,34640.0
41416,828.337,32552.0
41417,828.357,35048.0
41418,828.377,34524.0
41419,828.397,31800.0
41420,828.417,34936.0
41421,828.437,34604.0
41422,828.457,30768.0
41423,828.477,32248.0
41424,828.497,33720.0
41425,828.517,32828.0
41426,828.537,31560.0
41427,828.557,32468.0
41428,828.577,33272.0
41429,828.597,33232.0
41430,828.617,35412.0
41431,828.637,34560.0
41432,828.657,33560.0
41433,828.677,32256.0
41434,828.697,33776.0
41435,828.717,34176.0
41436,828.737,31680.0
41437,828.757,33388.0
41438,828.777,33624.0
41439,828.797,32480.0
41440,828.817,32852.0
41441,828.837,34192.0
41442,828.857,33944.0
41443,828.877,30168.0
41444,828.897,33444.0
41445,828.917,33792.0
41446,828.937,31152.0
41447,828.957,33536.0
41448,828.977,33132.0
41449,828.997,30176.0
41450,829.017,30744.0
41451,829.037,32440.0
41452,829.057,34136.0
41453,829.077,32364.0
41454,829.097,32652.0
41455,829.117,34320.0
41456,829.137,33336.0
41457,829.157,32324.0
41458,829.177,33976.0
41459,829.197,32316.0
41460,829.217,31104.0
41461,829.237,33228.0
41462,829.257,31296.0
41463,829.277,31560.0
41464,829.297,33112.0
41465,829.317,33708.0
41466,829.337,34304.0
41467,829.357,34064.0
41468,829.377,30528.0
41469,829.397,35080.0
41470,829.417,32804.0
41471,829.437,32592.0
41472,829.457,32396.0
41473,829.477,31624.0
41474,829.497,30788.0
41475,829.517,33194.0
41476,829.537,33212.0
41477,829.557,32156.0
41478,829.577,34884.0
41479,829.597,35000.0
41480,829.617,34632.0
41481,829.637,35188.0
41482,829.657,34672.0
41483,829.677,34064.0
41484,829.697,30908.0
41485,829.717,34200.0
41486,829.737,33600.0
41487,829.757,34036.0
41488,829.777,31316.0
41489,829.797,33964.0
41490,829.817,35296.0
41491,829.837,32328.0
41492,829.857,33960.0
41493,829.877,33788.0
41494,829.897,31076.0
41495,829.917,33608.0
41496,829.937,34632.0
41497,829.957,31168.0
41498,829.977,33110.0
41499,829.997,33312.0
41500,830.017,32252.0
41501,830.037,33208.0
41502,830.057,33716.0
41503,830.077,29724.0
41504,830.097,33156.0
41505,830.117,31912.0
41506,830.137,32864.0
41507,830.157,32544.0
41508,830.177,33192.0
41509,830.197,30298.0
41510,830.217,33312.0
41511,830.237,31688.0
41512,830.257,30672.0
41513,830.277,30896.0
41514,830.297,31244.0
41515,830.317,30548.0
41516,830.337,34860.0
41517,830.357,33904.0
41518,830.377,31300.0
41519,830.397,34244.0
41520,830.417,34856.0
41521,830.437,33924.0
41522,830.457,33856.0
41523,830.477,31820.0
41524,830.497,34496.0
41525,830.517,34540.0
41526,830.537,32420.0
41527,830.557,32868.0
41528,830.577,34912.0
41529,830.597,32876.0
41530,830.617,34472.0
41531,830.637,33972.0
41532,830.657,31580.0
41533,830.677,31816.0
41534,830.697,32804.0
41535,830.717,30848.0
41536,830.737,33572.0
41537,830.757,34468.0
41538,830.777,32256.0
41539,830.797,33708.0
41540,830.817,34592.0
41541,830.837,34080.0
41542,830.857,32940.0
41543,830.877,31836.0
41544,830.897,34404.0
41545,830.917,34324.0
41546,830.937,31820.0
41547,830.957,33784.0
41548,830.977,33872.0
41549,830.997,30680.0
41550,831.017,34220.0
41551,831.037,33876.0
41552,831.057,31608.0
41553,831.077,30680.0
41554,831.097,32170.0
41555,831.117,35912.0
41556,831.137,34996.0
41557,831.157,35396.0
41558,831.177,33104.0
41559,831.197,30752.0
41560,831.217,28620.0
41561,831.237,31794.0
41562,831.257,31680.0
41563,831.277,28676.0
41564,831.297,32884.0
41565,831.317,33432.0
41566,831.337,31664.0
41567,831.357,33656.0
41568,831.377,32704.0
41569,831.397,30292.0
41570,831.417,31840.0
41571,831.437,34052.0
41572,831.457,32376.0
41573,831.477,32184.0
41574,831.497,33248.0
41575,831.517,33624.0
41576,831.537,31848.0
41577,831.557,34400.0
41578,831.577,34512.0
41579,831.597,34600.0
41580,831.617,31740.0
41581,831.637,34564.0
41582,831.657,33584.0
41583,831.677,30498.0
41584,831.697,34340.0
41585,831.717,34820.0
41586,831.737,30684.0
41587,831.757,33680.0
41588,831.777,33136.0
41589,831.797,32184.0
41590,831.817,33928.0
41591,831.837,34028.0
41592,831.857,31360.0
41593,831.877,31524.0
41594,831.897,32288.0
41595,831.917,35261.0
41596,831.937,29700.0
41597,831.957,33304.0
41598,831.977,33517.0
41599,831.997,31580.0
41600,832.017,35208.0
41601,832.037,33984.0
41602,832.057,32344.0
41603,832.077,32988.0
41604,832.097,34048.0
41605,832.117,34060.0
41606,832.137,31832.0
41607,832.157,33704.0
41608,832.177,32780.0
41609,832.197,31288.0
41610,832.217,33824.0
41611,832.237,32896.0
41612,832.257,28884.0
41613,832.277,30032.0
41614,832.297,32756.0
41615,832.317,30652.0
41616,832.337,34400.0
41617,832.357,33796.0
41618,832.377,33700.0
41619,832.397,34196.0
41620,832.417,34936.0
41621,832.437,32872.0
41622,832.457,32880.0
41623,832.477,33728.0
41624,832.497,30112.0
41625,832.517,34424.0
41626,832.537,33780.0
41627,832.557,30536.0
41628,832.577,33348.0
41629,832.597,33828.0
41630,832.617,32868.0
41631,832.637,33896.0
41632,832.657,33756.0
41633,832.677,34128.0
41634,832.697,33608.0
41635,832.717,30952.0
41636,832.737,34428.0
41637,832.757,33644.0
41638,832.777,31076.0
41639,832.797,33056.0
41640,832.817,34436.0
41641,832.837,33712.0
41642,832.857,32040.0
41643,832.877,32868.0
41644,832.897,33352.0
41645,832.917,33124.0
41646,832.937,33476.0
41647,832.957,32920.0
41648,832.977,30688.0
41649,832.997,33764.0
41650,833.017,34008.0
41651,833.037,30760.0
41652,833.057,33289.0
41653,833.077,33404.0
41654,833.097,31272.0
41655,833.117,32396.0
41656,833.137,31392.0
41657,833.157,31888.0
41658,833.177,30712.0
41659,833.197,33632.0
41660,833.217,32452.0
41661,833.237,31356.0
41662,833.257,33052.0
41663,833.277,32776.0
41664,833.297,30276.0
41665,833.317,35132.0
41666,833.337,33344.0
41667,833.357,31744.0
41668,833.377,34028.0
41669,833.397,34116.0
41670,833.417,34748.0
41671,833.437,34096.0
41672,833.457,29920.0
41673,833.477,32848.0
41674,833.497,32320.0
41675,833.517,31328.0
41676,833.537,33908.0
41677,833.557,32016.0
41678,833.577,31384.0
41679,833.597,32348.0
41680,833.617,35332.0
41681,833.637,35636.0
41682,833.657,33156.0
41683,833.677,35288.0
41684,833.697,35144.0
41685,833.717,31236.0
41686,833.737,33916.0
41687,833.757,33440.0
41688,833.777,33340.0
41689,833.797,32456.0
41690,833.817,31240.0
41691,833.837,33900.0
41692,833.857,31872.0
41693,833.877,30920.0
41694,833.897,33692.0
41695,833.917,35524.0
41696,833.937,31876.0
41697,833.957,34184.0
41698,833.977,33764.0
41699,833.997,33232.0
41700,834.017,34004.0
41701,834.037,34096.0
41702,834.057,32608.0
41703,834.077,31936.0
41704,834.097,33948.0
41705,834.117,34197.0
41706,834.137,31144.0
41707,834.157,30024.0
41708,834.177,33476.0
41709,834.197,32744.0
41710,834.217,29624.0
41711,834.237,32536.0
41712,834.257,33068.0
41713,834.277,30536.0
41714,834.297,31032.0
41715,834.317,34472.0
41716,834.337,33290.0
41717,834.357,34032.0
41718,834.377,33984.0
41719,834.397,33748.0
41720,834.417,32744.0
41721,834.437,35096.0
41722,834.457,32612.0
41723,834.477,29376.0
41724,834.497,32368.0
41725,834.517,33380.0
41726,834.537,33492.0
41727,834.557,30656.0
41728,834.577,34136.0
41729,834.597,34548.0
41730,834.617,31548.0
41731,834.637,35564.0
41732,834.657,33600.0
41733,834.677,33044.0
41734,834.697,32112.0
41735,834.717,31508.0
41736,834.737,33632.0
41737,834.757,33160.0
41738,834.777,33608.0
41739,834.797,33216.0
41740,834.817,30576.0
41741,834.837,33556.0
41742,834.857,34148.0
41743,834.877,34072.0
41744,834.897,30604.0
41745,834.917,33616.0
41746,834.937,33396.0
41747,834.957,32932.0
41748,834.977,32104.0
41749,834.997,33156.0
41750,835.017,32440.0
41751,835.037,34712.0
41752,835.057,32760.0
41753,835.077,32948.0
41754,835.097,30348.0
41755,835.117,33336.0
41756,835.137,34260.0
41757,835.157,30884.0
41758,835.177,30736.0
41759,835.197,31380.0
41760,835.217,33516.0
41761,835.237,33632.0
41762,835.257,30680.0
41763,835.277,32976.0
41764,835.297,31516.0
41765,835.317,34460.0
41766,835.337,34618.0
41767,835.357,33144.0
41768,835.377,35284.0
41769,835.397,34864.0
41770,835.417,32420.0
41771,835.437,34104.0
41772,835.457,31828.0
41773,835.477,33120.0
